age,revenu_annuel,montant_credit,duree_mois,anciennete_emploi,nb_credits_en_cours,taux_endettement,historique,type_credit,defaut
26,29200,22700,12,4.2,1,77.7,bon,auto,0
21,32100,14700,36,11.0,1,15.3,bon,personnel,0
65,20600,14200,36,5.7,0,23.0,bon,personnel,0
24,26300,16600,48,0.3,5,15.8,bon,revolving,0
20,87500,127400,120,4.2,3,14.6,bon,auto,0
66,37700,45700,36,0.7,5,40.4,neutre,revolving,0
29,22000,58600,24,6.5,3,80.0,bon,personnel,0
60,31000,22800,84,0.1,5,10.5,bon,personnel,0
21,16300,26900,120,1.6,2,16.5,bon,immobilier,0
27,21900,43900,60,8.0,1,40.1,bon,personnel,0
25,71700,18900,48,3.0,5,6.6,bon,revolving,0
55,33800,21900,48,12.2,4,16.2,bon,revolving,0
51,93500,16800,60,2.3,5,3.6,bon,immobilier,0
43,34600,19700,120,0.6,5,5.7,bon,revolving,0
32,35700,27800,36,5.7,1,26.0,bon,revolving,0
24,50000,15100,180,1.2,3,2.0,bon,immobilier,0
48,15000,32900,60,0.1,4,43.9,bon,personnel,1
31,40200,32800,84,9.1,5,11.7,bon,personnel,0
49,35400,23700,24,2.0,0,33.5,mauvais,personnel,0
54,76300,15100,180,1.0,5,1.3,neutre,auto,0
62,58800,29000,60,0.1,4,9.9,neutre,immobilier,0
44,20600,18900,48,10.8,2,22.9,bon,auto,0
20,67600,27800,48,0.5,4,10.3,neutre,auto,0
34,31900,58000,36,1.0,1,60.6,neutre,auto,0
62,23100,11200,36,12.6,2,16.2,bon,personnel,0
46,40100,123200,12,2.3,1,80.0,neutre,auto,1
50,32800,25600,36,2.1,2,26.0,neutre,personnel,0
42,78400,35900,48,0.0,1,11.4,bon,auto,0
28,43100,15900,60,6.8,3,7.4,bon,immobilier,0
64,40200,59800,84,5.3,2,21.3,bon,personnel,0
58,57000,24600,60,20.3,1,8.6,bon,auto,0
69,62700,20400,24,5.9,2,16.3,neutre,personnel,1
62,53700,18000,48,12.8,3,8.4,neutre,auto,0
34,73800,22300,60,5.4,4,6.0,bon,immobilier,0
32,49200,36100,84,1.7,5,10.5,bon,immobilier,0
32,39500,30400,36,12.4,1,25.7,neutre,immobilier,0
65,67500,26200,180,17.8,2,2.6,bon,personnel,0
47,34700,16400,84,3.3,4,6.8,neutre,immobilier,1
42,36900,15700,120,7.1,1,4.3,neutre,personnel,0
68,85900,19500,60,10.0,4,4.5,neutre,revolving,0
50,81700,37100,48,2.8,3,11.4,neutre,auto,0
65,36200,42800,180,2.5,0,7.9,neutre,revolving,0
69,28900,47000,180,2.2,3,10.8,neutre,auto,0
23,75500,26900,120,10.1,0,3.6,mauvais,personnel,0
38,54200,35200,120,19.5,3,6.5,neutre,immobilier,0
56,42500,23900,180,2.6,1,3.7,bon,auto,0
60,30900,7900,84,14.9,0,3.7,mauvais,immobilier,0
27,42900,23100,36,0.1,4,17.9,mauvais,auto,0
35,35900,20700,60,8.1,4,11.5,bon,immobilier,0
47,26100,13000,60,17.4,1,10.0,neutre,immobilier,0
59,38700,18100,84,3.4,0,6.7,mauvais,immobilier,0
25,41500,29600,48,4.1,5,17.8,bon,personnel,0
50,30100,12200,60,6.6,2,8.1,bon,immobilier,0
34,57100,16400,240,2.7,5,1.4,bon,immobilier,0
30,69200,79500,48,5.9,2,28.7,neutre,immobilier,1
45,59000,8800,24,3.9,4,7.5,mauvais,personnel,0
40,31600,23700,84,0.1,5,10.7,bon,revolving,0
51,53000,11900,48,1.9,4,5.6,neutre,auto,0
35,37800,15900,36,1.3,5,14.0,neutre,personnel,0
61,19600,23400,60,9.0,0,23.9,neutre,revolving,0
23,50800,13500,240,4.3,4,1.3,neutre,auto,0
63,39100,40200,36,0.3,4,34.3,neutre,auto,0
21,132800,69300,48,3.1,4,13.0,bon,revolving,0
56,75300,48500,48,0.1,3,16.1,bon,auto,0
37,51800,55100,60,1.1,1,21.3,bon,personnel,0
39,41100,10200,48,4.8,3,6.2,bon,personnel,0
20,39400,22700,48,4.5,4,14.4,neutre,personnel,0
55,22000,37300,84,5.0,5,24.2,mauvais,immobilier,0
28,15200,49500,240,5.5,4,16.3,bon,personnel,0
52,23500,91800,36,10.7,5,80.0,neutre,personnel,0
56,35500,56900,60,7.2,4,32.1,bon,immobilier,0
62,15000,50400,84,0.8,0,48.0,bon,personnel,0
55,27700,170000,36,8.1,4,80.0,bon,personnel,0
35,32100,28800,120,1.4,4,9.0,bon,auto,1
56,32600,22000,48,2.9,0,16.9,mauvais,immobilier,0
61,26100,30500,24,1.7,1,58.4,bon,immobilier,0
35,30600,14200,12,8.2,1,46.4,bon,immobilier,0
26,86000,28200,12,4.8,3,32.8,bon,auto,0
64,50600,8000,84,1.9,4,2.3,neutre,personnel,0
27,27400,18600,60,0.2,5,13.6,bon,immobilier,0
49,35100,24800,84,5.3,0,10.1,mauvais,immobilier,0
31,35800,52300,84,0.9,5,20.9,neutre,auto,0
26,24700,58600,48,6.3,0,59.3,bon,personnel,0
58,24700,13700,180,13.1,3,3.7,bon,revolving,0
27,60200,115100,120,8.7,5,19.1,neutre,personnel,0
53,29400,29800,36,3.8,2,33.8,neutre,immobilier,0
54,21000,31800,84,1.1,5,21.6,bon,immobilier,0
23,35500,8700,120,2.1,3,2.5,bon,immobilier,0
28,38500,17400,48,9.8,2,11.3,bon,revolving,0
59,15000,56100,24,3.5,5,80.0,mauvais,immobilier,1
45,35600,30300,36,1.1,0,28.4,neutre,auto,0
26,56000,29000,240,1.3,4,2.6,bon,revolving,0
69,45500,31500,84,3.6,2,9.9,bon,personnel,0
33,110700,9800,84,5.6,4,1.3,bon,immobilier,0
20,67900,25100,180,0.6,0,2.5,mauvais,immobilier,0
66,74900,72100,36,5.4,5,32.1,bon,auto,0
20,147300,57600,240,5.6,0,2.0,bon,auto,0
47,53100,24600,60,1.9,3,9.3,neutre,immobilier,0
69,39400,80400,84,4.9,1,29.2,bon,personnel,0
48,59100,11100,36,2.1,5,6.3,neutre,auto,0
49,27500,13600,36,1.3,5,16.5,bon,auto,0
39,38300,99200,48,3.4,5,64.8,neutre,personnel,0
26,26300,40300,36,0.3,2,51.1,neutre,personnel,1
48,44300,22000,24,1.4,1,24.8,bon,personnel,0
64,26200,25900,36,11.8,0,33.0,mauvais,personnel,0
24,25800,15300,60,12.1,1,11.9,mauvais,personnel,0
64,44700,32700,180,0.2,3,4.9,bon,auto,0
40,33900,30900,12,0.3,2,80.0,neutre,personnel,0
46,15000,27300,12,0.1,0,80.0,neutre,auto,0
28,17500,11900,60,0.0,5,13.6,bon,personnel,0
51,20500,32400,60,8.2,5,31.6,bon,auto,0
29,23400,18600,60,3.8,2,15.9,bon,personnel,0
33,44700,13500,240,2.8,1,1.5,bon,personnel,0
56,40500,65300,36,7.0,2,53.7,neutre,personnel,1
22,61900,122900,48,6.7,1,49.6,neutre,immobilier,0
42,52900,104800,180,4.5,0,13.2,bon,auto,0
49,62100,42400,60,13.5,2,13.7,neutre,immobilier,0
26,49200,22300,60,3.1,0,9.1,bon,immobilier,0
34,40300,25600,180,4.3,0,4.2,bon,immobilier,0
37,62900,35700,36,5.6,5,18.9,bon,revolving,0
53,57500,20000,36,3.7,0,11.6,bon,personnel,1
68,43800,67700,24,5.0,4,77.3,neutre,personnel,0
61,68600,6500,120,1.6,5,0.9,bon,immobilier,0
29,15000,21900,120,6.2,2,14.6,mauvais,auto,1
20,31400,47100,36,0.1,5,50.0,bon,revolving,1
22,31200,14900,48,4.0,3,11.9,bon,auto,0
49,64600,22700,60,0.5,5,7.0,bon,personnel,0
27,79700,40800,24,0.1,4,25.6,neutre,auto,1
31,17600,77900,120,0.5,4,44.3,bon,personnel,0
62,73500,10900,48,2.5,3,3.7,bon,personnel,0
63,20200,10300,120,17.0,0,5.1,bon,personnel,0
61,20500,13900,84,10.8,1,9.7,neutre,revolving,1
32,32300,9200,36,1.6,5,9.5,bon,auto,0
50,31000,9600,84,32.0,5,4.4,mauvais,personnel,0
50,16700,13600,84,1.3,4,11.6,bon,personnel,0
29,50300,63800,36,2.2,2,42.3,bon,revolving,0
47,51000,21600,36,3.4,2,14.1,mauvais,auto,0
46,61500,27500,120,0.8,2,4.5,bon,personnel,0
39,29200,13800,60,1.9,4,9.5,bon,revolving,0
57,35600,41900,84,4.8,1,16.8,neutre,immobilier,0
53,35800,100000,36,0.9,3,80.0,bon,immobilier,1
46,84500,14500,84,1.2,3,2.5,bon,immobilier,0
56,15000,90000,84,7.4,4,80.0,bon,auto,0
58,22500,34700,36,5.3,0,51.4,neutre,personnel,0
48,36400,27200,36,2.3,4,24.9,neutre,personnel,0
33,21100,35600,48,1.8,2,42.2,neutre,auto,1
57,31900,35400,84,5.3,5,15.9,mauvais,immobilier,1
55,34100,98700,36,9.7,2,80.0,neutre,auto,0
69,26100,38700,120,7.4,4,14.8,bon,revolving,0
27,37500,39300,36,5.8,0,34.9,neutre,immobilier,0
40,49700,20000,120,4.0,5,4.0,neutre,immobilier,0
66,32300,48400,36,4.2,0,49.9,bon,immobilier,0
45,29000,13800,84,3.7,3,6.8,neutre,personnel,0
67,33400,29000,60,10.4,4,17.4,bon,immobilier,0
20,36200,202500,60,3.2,2,80.0,bon,auto,0
21,15200,4700,240,2.3,5,1.5,neutre,immobilier,1
59,45700,31700,24,10.0,4,34.7,bon,auto,0
37,29000,32500,24,12.5,5,56.0,bon,personnel,0
46,68200,22900,24,0.7,3,16.8,bon,immobilier,0
41,48800,23300,60,17.6,4,9.5,neutre,auto,0
40,65200,28700,120,12.4,0,4.4,neutre,auto,0
66,21900,22600,24,5.3,0,51.6,mauvais,personnel,1
24,30200,31400,84,2.7,3,14.9,neutre,auto,0
58,19500,19100,48,2.4,2,24.5,mauvais,revolving,1
64,25500,110800,180,7.9,2,29.0,bon,personnel,0
52,67900,22600,48,5.6,3,8.3,bon,immobilier,0
39,76400,40100,240,2.2,2,2.6,neutre,immobilier,0
28,20500,16800,60,1.5,5,16.4,neutre,personnel,0
54,28900,51700,240,7.8,4,8.9,mauvais,immobilier,0
43,35000,45000,60,1.6,3,25.7,neutre,immobilier,1
27,48700,36100,36,5.5,5,24.7,bon,immobilier,0
37,15100,13100,120,3.7,0,8.7,neutre,auto,0
68,16300,15900,48,9.5,1,24.4,bon,personnel,0
33,46400,87600,36,9.6,4,62.9,bon,personnel,1
28,15000,15800,48,1.6,4,26.3,neutre,immobilier,0
54,29000,42100,120,6.6,3,14.5,neutre,personnel,0
29,39400,13900,84,1.5,1,5.0,bon,auto,0
65,44700,54500,36,0.6,1,40.6,neutre,auto,0
62,33800,16600,120,7.6,3,4.9,mauvais,personnel,0
69,30200,13700,48,4.6,0,11.3,bon,revolving,0
65,55400,16300,24,0.4,5,14.7,bon,immobilier,0
32,41900,18300,24,1.0,1,21.8,bon,revolving,0
30,26300,35700,24,0.7,5,67.9,bon,personnel,0
37,37000,28200,60,1.8,3,15.2,bon,revolving,0
43,44000,12500,36,5.5,1,9.5,bon,immobilier,0
63,85700,26400,24,5.9,0,15.4,bon,revolving,0
56,53800,12100,48,3.9,4,5.6,bon,immobilier,0
52,66700,42200,120,3.8,3,6.3,bon,revolving,0
63,26800,48000,60,12.3,5,35.8,mauvais,personnel,0
52,27900,26500,48,8.3,1,23.7,bon,immobilier,0
38,32300,32500,84,6.8,1,14.4,bon,personnel,0
40,33800,91700,24,21.9,1,80.0,bon,immobilier,0
45,21900,24100,120,10.1,2,11.0,mauvais,immobilier,0
24,68400,13900,36,3.4,2,6.8,bon,auto,0
57,56500,40400,12,3.1,4,71.5,neutre,immobilier,0
52,31200,12200,48,7.3,5,9.8,bon,immobilier,0
56,50100,23200,24,17.4,0,23.2,bon,revolving,0
46,40600,17700,36,1.1,3,14.5,bon,revolving,1
59,52000,16500,84,3.3,3,4.5,neutre,revolving,1
67,18500,22600,48,0.1,1,30.5,neutre,personnel,0
48,33800,50500,12,4.0,2,80.0,bon,revolving,0
42,35300,58300,60,2.1,4,33.0,mauvais,immobilier,1
25,49600,51400,84,1.1,3,14.8,bon,revolving,0
58,26500,34000,180,0.4,0,8.6,bon,immobilier,0
65,15000,22500,36,8.8,2,50.0,mauvais,auto,1
54,21100,5200,120,3.8,1,2.5,bon,personnel,0
63,35200,34800,84,8.1,1,14.1,neutre,personnel,0
63,37500,5500,60,1.1,0,2.9,neutre,immobilier,0
59,84300,7000,36,1.1,2,2.8,bon,personnel,0
45,48600,24000,48,0.1,5,12.3,bon,immobilier,0
24,37800,32400,36,1.8,5,28.6,mauvais,personnel,1
20,35700,19600,84,11.1,0,7.8,mauvais,personnel,0
30,63100,78800,84,1.2,3,17.8,mauvais,personnel,1
41,27000,37200,36,1.6,4,45.9,neutre,personnel,1
57,33900,22600,36,0.3,2,22.2,neutre,personnel,0
42,21100,71000,180,14.4,0,22.4,bon,auto,0
21,73800,80500,48,1.1,4,27.3,neutre,immobilier,1
30,44200,38500,60,2.7,0,17.4,bon,personnel,0
68,25500,15600,240,4.8,1,3.1,bon,personnel,0
69,34300,18300,36,0.9,1,17.8,neutre,auto,1
38,46900,9800,60,16.8,0,4.2,bon,personnel,0
60,32000,26100,84,0.7,5,11.7,bon,auto,0
55,27800,12900,36,0.5,3,15.5,neutre,auto,0
66,26200,21400,36,1.5,4,27.2,neutre,personnel,0
64,43000,32300,120,0.9,0,7.5,bon,revolving,0
51,30400,6700,24,0.5,1,11.0,bon,immobilier,0
39,28900,11100,36,2.3,0,12.8,neutre,auto,0
51,18600,18900,48,4.5,0,25.4,bon,personnel,0
35,37800,25900,84,1.2,4,9.8,bon,auto,0
37,33200,19000,48,2.5,0,14.3,neutre,immobilier,0
50,30900,22300,36,10.0,5,24.1,bon,personnel,0
48,40100,16400,48,3.6,4,10.2,bon,revolving,0
49,52800,9800,48,1.3,1,4.6,bon,auto,0
39,51600,18500,84,2.9,1,5.1,mauvais,auto,0
40,47900,23200,120,0.5,2,4.8,neutre,revolving,0
20,32200,21600,36,9.4,3,22.4,neutre,personnel,1
50,27400,29100,84,2.3,4,15.2,neutre,auto,1
48,21500,36100,84,0.7,2,24.0,bon,personnel,0
66,27000,43400,84,2.7,4,23.0,bon,revolving,0
45,36700,17300,60,3.4,4,9.4,bon,immobilier,0
43,24500,8900,12,5.0,1,36.3,bon,auto,0
23,38100,65500,60,1.7,2,34.4,bon,personnel,0
29,22400,35200,60,1.7,4,31.4,mauvais,personnel,0
36,15800,13800,60,3.4,4,17.5,bon,auto,0
38,54700,32700,36,0.5,5,19.9,bon,immobilier,0
38,28600,56800,24,10.5,0,80.0,bon,personnel,0
39,23900,90300,36,1.7,0,80.0,bon,auto,1
58,21000,32100,36,0.4,3,51.0,bon,personnel,0
26,44900,56500,36,9.3,1,41.9,mauvais,immobilier,0
36,72200,11500,36,8.8,4,5.3,bon,auto,0
28,29700,26200,24,30.2,4,44.1,neutre,immobilier,0
35,32600,21300,36,8.9,2,21.8,neutre,immobilier,0
54,62100,34200,240,1.2,0,2.8,bon,personnel,0
22,15000,83100,60,5.5,2,80.0,bon,personnel,0
36,97100,32000,36,3.1,1,11.0,bon,personnel,0
21,123300,14000,84,13.6,2,1.6,mauvais,auto,0
67,15000,11100,48,15.5,5,18.5,neutre,personnel,0
56,34600,85100,12,2.2,4,80.0,bon,revolving,1
32,25300,38500,60,1.9,4,30.4,bon,immobilier,1
29,31800,36800,36,6.7,0,38.6,neutre,revolving,0
24,29500,21100,60,0.0,3,14.3,bon,personnel,0
43,54500,32500,36,2.4,3,19.9,bon,auto,0
57,34300,13500,48,14.3,3,9.8,neutre,revolving,0
49,23000,35300,36,2.7,2,51.2,mauvais,immobilier,0
64,33300,11800,36,1.7,3,11.8,mauvais,revolving,1
37,47000,20900,60,2.0,2,8.9,neutre,personnel,0
33,20100,17200,36,0.6,4,28.5,mauvais,personnel,0
43,15900,2800,48,10.2,2,4.4,bon,revolving,0
30,98400,21100,24,1.4,5,10.7,bon,personnel,0
68,26300,14300,60,1.4,5,10.9,bon,personnel,0
29,33900,23200,60,3.3,4,13.7,neutre,immobilier,0
43,29800,26900,120,3.0,3,9.0,neutre,revolving,0
46,47800,92700,60,4.1,2,38.8,mauvais,auto,1
22,88100,33300,240,15.9,3,1.9,bon,personnel,0
43,48500,34000,36,4.7,4,23.4,bon,immobilier,0
42,17000,38100,84,0.5,5,32.0,bon,immobilier,0
32,18200,49500,48,7.7,4,68.0,neutre,auto,0
26,29700,37000,48,4.5,4,31.1,neutre,personnel,1
22,31800,32800,84,4.0,2,14.7,neutre,personnel,0
20,15400,44300,240,14.6,1,14.4,bon,auto,0
44,54700,4900,84,15.6,2,1.3,bon,personnel,1
24,21100,116100,36,12.1,5,80.0,bon,immobilier,1
67,76600,81900,60,0.1,2,21.4,bon,auto,0
32,90200,31300,36,5.0,2,11.6,bon,auto,0
52,32100,10000,60,2.6,2,6.2,mauvais,immobilier,0
53,45200,62800,48,4.8,2,34.7,neutre,auto,1
44,19600,16600,36,1.6,0,28.2,neutre,immobilier,0
64,49600,39100,12,1.8,1,78.8,bon,auto,1
25,28300,11000,180,3.3,1,2.6,bon,immobilier,0
31,21100,127800,24,6.2,1,80.0,bon,immobilier,0
32,31400,9800,36,4.1,0,10.4,bon,immobilier,0
26,28800,28200,36,3.1,5,32.6,bon,immobilier,0
34,30900,6100,48,0.9,0,4.9,bon,personnel,0
35,58400,26100,36,0.0,0,14.9,mauvais,immobilier,0
58,24500,20000,84,3.2,3,11.7,mauvais,revolving,0
35,86500,59600,36,1.0,5,23.0,mauvais,immobilier,1
63,18700,20000,36,1.2,4,35.7,bon,auto,0
58,81400,59700,36,0.6,0,24.4,bon,auto,0
65,21800,13100,36,3.8,3,20.0,bon,immobilier,0
25,36300,22100,60,1.3,3,12.2,neutre,immobilier,1
69,28400,22400,36,3.1,4,26.3,bon,personnel,0
50,30600,38100,60,17.1,1,24.9,bon,personnel,0
69,54200,34800,48,6.3,2,16.1,bon,revolving,0
37,76900,44600,36,14.1,5,19.3,bon,personnel,0
67,65900,32400,36,2.4,4,16.4,bon,immobilier,0
49,29700,42700,60,4.0,1,28.8,bon,immobilier,0
23,39800,14300,48,5.3,4,9.0,bon,personnel,0
40,24600,35300,60,0.3,5,28.7,mauvais,personnel,1
26,22100,82900,120,2.9,4,37.5,bon,revolving,1
67,20500,8300,12,16.3,3,40.5,bon,immobilier,0
35,29200,37900,48,9.9,4,32.4,mauvais,personnel,0
31,41100,43200,48,2.4,3,26.3,mauvais,personnel,0
47,15000,74800,36,5.8,1,80.0,bon,personnel,1
41,35500,44700,48,1.9,2,31.5,neutre,auto,0
24,77500,28900,60,1.1,3,7.5,bon,revolving,0
60,63600,36400,60,5.9,4,11.4,neutre,personnel,0
62,27100,16100,60,0.4,4,11.9,mauvais,immobilier,0
57,18100,20500,24,5.9,0,56.6,bon,immobilier,0
50,45700,10600,48,1.0,0,5.8,bon,personnel,0
40,15000,76200,84,1.1,0,72.6,neutre,immobilier,1
47,63300,36900,48,6.1,1,14.6,neutre,immobilier,0
46,32600,14200,60,0.8,1,8.7,mauvais,immobilier,0
28,90700,32500,60,10.1,2,7.2,bon,revolving,0
24,15300,60600,48,7.3,4,80.0,bon,immobilier,1
32,57500,53900,24,13.4,2,46.9,neutre,personnel,1
42,34500,14100,60,1.2,2,8.2,bon,auto,0
28,30800,3000,60,4.6,5,1.9,bon,personnel,0
25,18300,35500,12,7.4,4,80.0,bon,personnel,1
62,48900,14500,36,4.5,4,9.9,bon,immobilier,0
38,50900,41600,24,4.2,4,40.9,bon,personnel,0
49,88700,52300,60,0.7,0,11.8,neutre,immobilier,1
46,60100,58700,12,3.0,4,80.0,bon,personnel,0
56,27000,91200,120,29.5,2,33.8,bon,revolving,0
56,22000,63900,180,6.0,3,19.4,neutre,personnel,0
34,18300,91600,240,2.6,4,25.0,bon,auto,1
62,75900,70600,36,11.6,0,31.0,neutre,immobilier,0
38,24600,75100,48,2.0,4,76.3,mauvais,revolving,1
61,76100,26100,120,7.2,5,3.4,bon,immobilier,0
40,47200,10900,60,36.2,3,4.6,mauvais,auto,0
25,42800,152900,36,2.9,3,80.0,mauvais,immobilier,1
58,31100,28100,120,6.5,0,9.0,bon,personnel,0
21,50500,63600,60,0.8,4,25.2,neutre,immobilier,0
58,36000,18300,84,4.7,5,7.3,bon,auto,0
22,30200,52800,240,3.1,2,8.7,neutre,personnel,0
30,51400,4900,240,8.9,2,0.5,neutre,personnel,0
50,33800,20200,60,0.4,3,12.0,mauvais,personnel,0
67,24400,25100,36,18.7,0,34.3,bon,immobilier,0
40,49000,37200,60,2.1,0,15.2,neutre,personnel,0
26,35200,57000,60,5.5,0,32.4,bon,auto,0
31,46400,12500,60,1.4,0,5.4,mauvais,immobilier,0
64,28900,42700,48,8.8,4,36.9,bon,revolving,0
56,19800,63500,60,3.0,3,64.1,bon,revolving,1
25,86500,139000,60,6.2,3,32.1,neutre,personnel,0
39,78700,44100,180,0.4,0,3.7,bon,personnel,0
33,56500,19500,120,11.2,1,3.5,neutre,personnel,0
28,29900,11000,48,8.5,5,9.2,bon,revolving,0
62,31300,96800,60,0.2,3,61.9,neutre,personnel,0
50,72500,45100,60,0.1,0,12.4,neutre,immobilier,1
28,30400,26500,60,3.5,5,17.4,mauvais,personnel,0
52,26500,8700,24,0.9,3,16.4,bon,immobilier,0
40,92600,14000,84,0.8,2,2.2,neutre,personnel,1
23,35500,41900,84,1.3,3,16.9,bon,auto,0
42,87900,34500,48,4.4,2,9.8,mauvais,immobilier,0
29,18000,6900,180,0.4,4,2.6,neutre,revolving,0
32,47100,41900,240,7.8,1,4.4,bon,revolving,0
63,102300,9000,120,4.4,2,0.9,bon,auto,0
55,36900,69400,180,10.2,1,12.5,bon,personnel,0
26,31800,31100,48,11.6,1,24.4,mauvais,personnel,0
62,20300,19500,180,3.4,5,6.4,bon,personnel,0
48,62400,53800,180,10.0,1,5.7,bon,auto,0
63,24700,34500,60,2.7,1,27.9,bon,personnel,0
57,34600,68000,36,11.5,2,65.5,neutre,personnel,0
36,19600,28500,36,12.3,0,48.5,neutre,personnel,1
46,79100,29600,48,3.5,2,9.4,bon,personnel,0
46,64700,22000,84,13.7,0,4.9,bon,immobilier,0
55,35700,32300,60,3.2,1,18.1,bon,immobilier,0
32,20400,88300,84,1.4,1,61.8,neutre,personnel,0
36,78300,18900,84,4.2,5,3.4,mauvais,revolving,0
32,30200,42300,36,15.6,2,46.7,mauvais,immobilier,1
34,20900,14500,24,6.7,0,34.7,bon,personnel,0
28,15000,6300,84,6.9,5,6.0,bon,auto,0
21,26300,31100,36,1.2,5,39.4,bon,immobilier,0
67,17500,34900,180,0.2,0,13.3,neutre,immobilier,0
23,26600,24900,120,0.9,0,9.4,neutre,auto,0
64,52700,9400,48,18.2,0,4.5,bon,immobilier,0
20,30100,33300,60,7.0,1,22.1,bon,auto,0
58,43400,32400,120,2.9,2,7.5,bon,personnel,0
36,25300,14400,120,12.7,4,5.7,bon,personnel,0
45,37500,10400,60,3.9,5,5.5,mauvais,immobilier,0
34,94900,22500,240,0.6,5,1.2,bon,auto,0
44,30500,42500,60,0.6,5,27.9,neutre,auto,0
42,44000,36000,12,6.9,0,80.0,mauvais,revolving,1
46,16600,14500,60,1.9,5,17.5,bon,personnel,0
39,77700,29600,84,5.6,3,5.4,bon,revolving,1
46,28600,50100,240,1.3,0,8.8,bon,personnel,0
61,61400,11800,24,1.9,5,9.6,neutre,personnel,0
41,34100,28100,48,0.3,4,20.6,bon,immobilier,0
38,49300,68700,60,7.3,4,27.9,mauvais,personnel,0
26,50800,11000,120,2.0,3,2.2,neutre,personnel,0
37,29000,60400,84,0.6,4,29.8,neutre,immobilier,1
26,62700,83600,36,0.2,0,44.4,neutre,immobilier,1
29,24800,23000,120,3.7,3,9.3,bon,revolving,1
67,53600,21200,60,8.0,4,7.9,neutre,revolving,0
24,29900,55400,120,8.1,5,18.5,neutre,revolving,1
44,43300,23600,120,4.2,4,5.5,bon,immobilier,0
61,28800,5200,24,20.2,1,9.0,bon,personnel,0
67,37200,25100,240,4.4,3,3.4,bon,revolving,0
27,21200,37400,48,0.8,1,44.1,bon,immobilier,0
28,41100,45200,240,10.5,1,5.5,bon,immobilier,0
38,37100,14500,36,2.7,3,13.0,bon,immobilier,0
47,27700,22300,84,5.8,1,11.5,mauvais,immobilier,0
67,35300,53300,36,10.7,1,50.3,bon,personnel,0
30,38800,25800,12,4.0,3,66.5,bon,personnel,0
28,26700,9200,240,1.0,1,1.7,bon,personnel,0
32,34100,64000,36,1.5,0,62.6,bon,personnel,0
63,22000,23200,24,1.7,2,52.7,mauvais,personnel,0
21,117300,57700,120,0.1,0,4.9,bon,revolving,0
39,61700,10100,48,4.3,4,4.1,bon,auto,0
25,41600,24700,60,1.3,4,11.9,bon,personnel,0
27,65300,38400,240,4.7,5,2.9,bon,personnel,0
65,15000,25300,48,10.6,0,42.2,neutre,revolving,0
20,15000,11800,24,2.9,4,39.3,bon,auto,0
36,29700,5100,60,0.0,0,3.4,neutre,immobilier,0
65,18200,78100,84,4.5,3,61.3,neutre,revolving,0
50,32300,32000,36,1.0,1,33.0,neutre,revolving,0
23,40200,60900,60,0.2,4,30.3,bon,personnel,0
43,57500,51500,48,2.6,0,22.4,bon,immobilier,0
68,20600,40900,12,1.0,0,80.0,bon,auto,0
40,44300,21500,36,2.4,1,16.2,bon,revolving,0
46,36600,37900,180,8.3,2,6.9,bon,immobilier,0
46,43200,73300,36,3.1,4,56.6,neutre,auto,1
53,28000,28500,36,3.9,1,33.9,mauvais,immobilier,1
29,72500,101800,180,1.7,4,9.4,neutre,immobilier,1
61,34500,9400,48,7.3,2,6.8,bon,immobilier,0
69,88200,8700,180,6.5,0,0.7,bon,personnel,0
27,24500,53700,120,1.4,5,21.9,mauvais,auto,1
60,52600,15200,48,17.6,3,7.2,bon,immobilier,0
60,35200,112500,48,2.5,5,79.9,bon,revolving,1
57,30800,68600,24,1.0,0,80.0,mauvais,auto,1
38,49800,81700,36,2.6,2,54.7,bon,immobilier,0
43,31300,50000,36,1.1,1,53.2,neutre,auto,0
61,15000,14100,48,3.6,3,23.5,bon,auto,0
27,15000,8400,48,1.8,4,14.0,neutre,personnel,0
61,68600,76600,120,2.3,5,11.2,bon,auto,1
66,67200,9400,36,4.4,5,4.7,mauvais,revolving,0
54,93300,81600,48,11.6,1,21.9,bon,personnel,0
37,36000,43000,24,3.9,1,59.7,bon,immobilier,0
47,19000,25500,36,9.6,4,44.7,neutre,personnel,0
22,29400,36700,84,5.5,4,17.8,neutre,immobilier,1
66,36500,37300,84,1.6,1,14.6,bon,auto,0
37,21900,23300,48,4.9,2,26.6,bon,personnel,0
22,82800,73000,60,0.8,1,17.6,bon,personnel,0
59,111300,71300,48,3.0,4,16.0,mauvais,personnel,1
52,46100,30000,120,0.6,0,6.5,neutre,auto,0
51,36100,17700,48,1.2,3,12.3,bon,personnel,0
22,19000,67100,84,2.2,2,50.5,bon,immobilier,0
57,78700,6500,36,35.3,3,2.8,bon,auto,0
51,37700,36700,48,4.2,5,24.3,mauvais,immobilier,0
59,31400,45100,60,15.4,4,28.7,bon,revolving,0
61,46200,15100,24,6.9,5,16.3,bon,auto,0
30,27100,53200,60,9.1,4,39.3,bon,personnel,0
30,39100,26400,60,4.5,2,13.5,neutre,revolving,0
66,17700,18400,36,1.2,5,34.7,neutre,immobilier,1
46,62500,52800,240,2.6,3,4.2,neutre,revolving,1
41,34500,12600,24,9.0,2,18.3,neutre,revolving,0
34,64800,49400,120,17.3,5,7.6,neutre,personnel,0
51,32800,6700,48,2.6,5,5.1,mauvais,personnel,1
57,33900,32900,36,12.1,2,32.4,bon,auto,0
20,19800,27700,24,0.1,4,69.9,bon,personnel,1
47,53100,18400,60,7.7,2,6.9,bon,immobilier,0
